Filename,ids
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/136_4.jpg,136
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/220_6.jpg,220
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/206_11.jpg,206
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/25_1.jpg,25
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/17_3.jpg,17
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/67_8.jpg,67
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/31_11.jpg,31
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/78_3.jpg,78
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/167_12.jpg,167
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/234_9.jpg,234
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/85_3.jpg,85
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/223_10.jpg,223
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/196_6.jpg,196
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/148_11.jpg,148
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/85_12.jpg,85
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/73_7.jpg,73
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/60_2.jpg,60
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/59_4.jpg,59
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/173_7.jpg,173
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/127_12.jpg,127
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/54_10.jpg,54
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/238_7.jpg,238
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/193_11.jpg,193
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/117_3.jpg,117
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/201_1.jpg,201
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/167_8.jpg,167
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/36_4.jpg,36
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/71_11.jpg,71
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/125_1.jpg,125
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/82_9.jpg,82
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/233_3.jpg,233
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/60_5.jpg,60
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/59_3.jpg,59
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/29_8.jpg,29
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/52_7.jpg,52
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/131_9.jpg,131
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/136_10.jpg,136
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/117_4.jpg,117
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/201_6.jpg,201
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/36_3.jpg,36
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/125_6.jpg,125
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/233_4.jpg,233
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/113_11.jpg,113
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/136_3.jpg,136
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/220_1.jpg,220
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/146_8.jpg,146
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/25_6.jpg,25
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/219_7.jpg,219
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/238_10.jpg,238
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cb/train/17_4.jpg,17
